481508,14346,14354
152782,14406,14416
315885,14444,14450
316369,14484,14488
655097,14720,14728
375129,15016,15022
320839,15044,15054
318799,15076,15082
318943,15106,15112
402136,15136,15142
315928,15170,15178
308346,15248,15258
342003,15284,15290
404995,15314,15324
344362,15353,15357
152658,15402,15410
152263,15439,15443
151535,15468,15476
353058,15499,15505
122640,15530,15536
121957,15559,15567
151523,15588,15598
152027,16332,16340
147614,16398,16404
22417,16428,16436
330946,16508,16516
575871,16540,16548
151534,16606,16610
349171,16637,16645
888195,16676,16682
151430,16707,16713
330908,16767,16773
400662,16795,16805
565543,16827,16833
565541,16917,16925
586095,16949,16957
349335,16981,16985
332822,17009,17019
349349,17044,17054
121976,17164,17174
57075,17342,17346
581633,17377,17385
4064,17433,17439
342332,17465,17471
90654,17541,17551
17290,17590,17598
74345,17650,17656
55663,17684,17690
92,17714,17720
152789,17743,17751
332585,17778,17786
16772,17816,17820
341442,17859,17863
254975,17890,17896
541486,17921,17931
17109,17957,17965
164085,18073,18081
20967,18107,18113
18574,18139,18149
355497,18197,18205
690801,18882,18890
1030,18924,18928
351509,19128,19134
57820,19157,19167
9001,19189,19195
94,19232,19238
540916,19263,19271
7164,19295,19301
7200,19347,19353
122357,19380,19390
17498,19414,19420
347458,19450,19458
116029,19490,19498
345251,19524,19528
13486,19567,19571
20707,19595,19605
20731,19630,19638
54827,19662,19670
54844,19725,19733
164230,19766,19772
116632,19799,19805
832756,19833,19837
22875,19862,19870
22925,19910,19916
54718,19947,19953
54720,19980,19984
120914,20009,20019
167425,20046,20052
543542,20076,20082
386159,20107,20115
386243,20141,20151
386212,20176,20182
386243,20209,20213
145437,20243,20249
652333,20271,20281
686144,20305,20309
144504,20357,20367
652333,20399,20409
144446,20450,20458
17453,20536,20542
862584,20568,20574
15059,20620,20626
19468,20657,20661
151289,20724,20728
144990,20890,20896
151286,20919,20929
289374,20967,20975
318852,20997,21005
318861,21028,21034
336561,21058,21066
68761,21329,21337
181397,21359,21369
196316,21393,21397
304376,21423,21431
303897,21552,21558
75175,21584,21590
413865,21621,21625
181271,21650,21656
335354,21684,21694
68754,21725,21731
335405,21755,21763
150865,22032,22038
8590,22074,22082
150865,22221,22225
488329,22441,22447
336928,22471,22481
290192,22537,22543
407734,22568,22574
287672,22597,22605
548401,22628,22636
336939,22705,22711
305260,22734,22744
337049,22789,22797
151037,22821,22827
151038,22850,22858
53956,22886,22890
151047,22924,22930
484399,22969,22975
690618,23004,23008
19219,23032,23040
645853,23070,23078
690593,23100,23108
633180,23130,23138
54909,23190,23194
419595,23220,23226
110077,23252,23262
539528,23284,23292
141484,23314,23324
694513,23346,23352
690247,23379,23389
694272,23420,23424
537377,23448,23458
339304,23481,23485
148341,23510,23516
324055,23549,23553
53951,23577,23585
150203,23636,23640
347869,23719,23727
347471,23750,23758
345295,23781,23787
17488,23822,23828
198038,23875,23883
17112,23909,23913
17104,23951,23959
148826,23983,23989
347938,24014,24024
54973,24047,24055
2293,24080,24086
54968,24119,24127
355316,24150,24156
339798,24181,24185
146627,24218,24226
346546,24354,24362
466532,24388,24396
533845,24562,24568
534329,24637,24645
16590,24796,24806
1441,24827,24835
419525,24859,24863
690919,24908,24916
543689,24940,24946
542858,25092,25102
690919,25126,25130
543689,25155,25163
410258,25195,25201
542858,25240,25246
690919,25302,25308
543689,25393,25403
542858,25455,25463
690919,25485,25493
543689,25518,25522
410443,25546,25554
54967,25581,25589
2796,25620,25630
148859,25656,25664
17118,25687,25695
198042,25746,25750
7201,25777,25781
355462,25825,25833
17464,25872,25876
17498,25902,25908
544760,25934,25942
539812,38310,38318
351502,38342,38348
84548,38370,38380
404234,38962,38970
90630,39086,39094
151545,39122,39128
882938,39156,39162
655222,39186,39192
330214,39222,39226
349343,39255,39263
317677,39291,39297
147674,39330,39336
22407,39361,39367
22431,39399,39409
331051,39731,39737
152027,39760,39770
147655,39837,39843
548402,39899,39903
548403,39931,39935
402124,39963,39969
548403,40020,40030
150440,40122,40130
150446,40162,40166
78098,40207,40213
294682,40258,40262
448269,40297,40303
448281,40329,40337
346412,40365,40375
315947,40404,40408
762727,40546,40550
344758,40607,40615
119874,40680,40684
318818,40736,40746
152658,40778,40784
402127,40829,40837
85636,40860,40868
548402,40922,40930
122640,40954,40958
402114,40984,40990
83366,41036,41040
570722,41068,41076
353063,41114,41118
350245,41144,41154
404249,41188,41194
350513,41244,41252
4004,41280,41290
352185,41318,41328
351437,41352,41358
351456,41382,41388
351499,41410,41420
315879,45615,45621
152783,45678,45682
481508,45714,45722
152782,46430,46436
315885,46465,46473
316369,46508,46514
316940,46543,46551
152753,46576,46580
343066,46607,46613
119872,46648,46656
343096,46826,46830
481515,46858,46862
318805,46893,46903
343099,46939,46945
343109,46975,46979
152658,47022,47026
151670,47055,47061
350198,47097,47105
147658,47128,47134
147666,47164,47168
22417,47194,47202
151463,47225,47231
152538,47255,47261
584096,47285,47293
643823,47344,47348
584096,47509,47517
643823,47552,47560
349169,47628,47634
349369,47672,47678
22511,47770,47780
344953,47851,47859
349319,48015,48019
332822,48108,48116
152538,48152,48156
330195,48181,48189
345240,48621,48627
349343,49332,49342
536558,49366,49370
316580,49508,49512
121982,49540,49548
316603,49583,49589
147614,49625,49631
22420,49654,49662
22429,49701,49705
349353,49734,49742
349388,49814,49818
152600,49845,49851
330951,49875,49881
586034,50207,50215
404238,50243,50249
151436,50332,50340
252684,50364,50370
536363,50409,50417
346240,50462,50468
404323,50553,50563
352958,50704,50714
202280,50751,50757
636434,50781,50791
84485,51013,51021
750264,51045,51051
349066,51084,51088
349037,51151,51157
349069,51186,51192
70303,51390,51396
70287,51423,51431
17393,51453,51461
349811,51548,51552
120848,51583,51587
120846,51614,51622
17298,51647,51653
4051,51677,51683
206420,51707,51715
55675,51739,51743
74345,51777,51785
330137,51835,51841
342302,51865,51871
267082,51908,51912
524,51937,51943
152544,51973,51979
4631,52004,52008
995138,52033,52039
345623,52452,52456
540214,52513,52517
54247,52550,52558
54252,52616,52620
437847,52783,52789
581604,52861,52869
56601,52921,52927
348934,53015,53021
1489,53057,53065
652,53227,53235
434847,53311,53317
434853,53495,53503
818,54871,54877
593826,54907,54913
661,54937,54943
556974,54976,54980
254118,55126,55134
56738,55159,55165
804,55256,55260
95666,55292,55298
572328,55329,55339
341931,55433,55443
120650,55468,55474
195342,55565,55569
531938,55595,55599
86660,55632,55640
80737,55710,55714
80663,55747,55751
181592,55777,55781
350842,55923,55927
350847,55959,55967
56044,55992,56002
260984,56025,56029
19824,56108,56116
56194,56151,56157
345119,56227,56237
5812,56261,56269
344715,56476,56482
344722,56506,56514
56181,56539,56549
147002,56571,56579
147007,56602,56612
206327,56663,56667
273209,56697,56705
355381,56729,56739
291116,56860,56868
153403,56896,56902
153404,56932,56936
153399,56961,56969
355398,57028,57036
372402,57102,57110
763667,57134,57142
372412,57165,57175
652326,57206,57214
276002,57236,57244
146812,57270,57280
741644,57315,57323
346013,57346,57354
535055,57377,57383
345910,57410,57416
535437,57442,57450
57427,57519,57523
547051,57550,57558
683857,57585,57589
329177,57616,57624
3091,57668,57676
636650,57698,57708
403038,57788,57798
403039,57821,57827
329128,57853,57859
329123,57886,57890
273410,58095,58103
159829,58146,58154
152236,58192,58200
511993,58227,58235
352602,58305,58311
152229,58341,58345
3371,58372,58378
352578,58470,58478
352677,58507,58511
3266,58578,58588
760126,58609,58617
3734,58638,58648
3674,58672,58676
352837,58713,58721
609565,58884,58892
57320,58926,58934
564604,59231,59239
151504,59264,59268
691495,59303,59309
70540,59336,59340
400273,59367,59375
349999,59404,59410
352446,59450,59456
152621,59485,59493
151653,59527,59535
151621,59563,59571
150412,59603,59613
3904,59712,59716
350075,59757,59761
350080,59802,59812
332381,59840,59846
121511,59950,59954
151665,60040,60050
341997,60073,60079
119873,60116,60120
343099,60145,60153
343106,60547,60557
152650,60582,60588
481500,60615,60619
530228,60646,60652
344385,63888,63894
344386,63936,63946
308346,63969,63975
887300,63999,64005
119875,64031,64037
530315,64065,64071
308362,64098,64102
316348,64213,64221
315947,64251,64259
294686,64298,64302
448260,64390,64398
346390,64425,64429
315948,64465,64471
315921,64496,64502
315960,64529,64537
346858,64661,64667
315963,64693,64701
684518,64725,64731
57058,64761,64767
530310,64795,64803
4004,64938,64944
750420,65065,65075
330527,65142,65146
760278,65170,65178
331062,65215,65225
351503,65247,65253
84548,65279,65283
352978,65324,65332
90624,65357,65365
90629,65389,65395
695672,65430,65440
575871,65482,65488
147614,65559,65567
152530,65606,65612
152600,65644,65652
575871,65783,65793
349171,65941,65949
615826,66051,66057
565495,66088,66094
584096,66226,66234
349177,66311,66315
575919,66340,66348
402121,66561,66569
547959,66592,66598
530310,66625,66631
121507,66660,66668
880676,66694,66698
85636,66724,66728
880677,66775,66779
308340,66808,66816
308361,66846,66856
316370,66886,66890
345894,66916,66924
152661,67066,67072
