323475,3,9
421354,36,40
197538,78,86
685944,116,120
897405,144,152
626770,174,184
322381,206,214
4816,241,247
197463,302,310
197493,345,349
323104,376,384
534618,406,414
758368,437,443
545964,467,473
758366,497,503
198088,570,574
385786,598,606
198088,662,672
758377,693,701
449989,724,730
197645,767,773
758368,797,805
71475,831,835
197959,864,868
197538,896,904
273501,944,952
322372,985,991
197444,1016,1024
355017,1048,1056
355021,1086,1094
57022,1131,1139
323109,1162,1168
56283,1193,1203
147022,1226,1232
397887,1256,1262
73433,1302,1308
419745,1334,1338
571461,1365,1373
146971,1402,1410
90037,1436,1442
538769,1466,1472
5216,1500,1506
355194,1533,1537
434920,1626,1632
538785,1687,1695
267395,1718,1724
797498,1754,1758
402344,1796,1800
161034,1826,1830
355139,1859,1867
771173,1889,1899
355413,1927,1933
355414,1961,1965
372408,1990,1996
352907,2020,2028
353358,2084,2088
276002,2111,2121
146995,2144,2150
741644,2197,2201
346013,2225,2233
535055,2255,2265
345910,2287,2293
273770,2318,2322
764779,2357,2363
330746,2624,2630
764775,2665,2675
330454,2703,2711
349461,2736,2740
535484,2763,2773
535584,2794,2802
611674,2823,2833
57459,2854,2862
350344,2886,2890
350343,2916,2926
351204,2948,2954
535541,2978,2984
5244,3007,3015
535493,3038,3044
535436,3068,3074
345820,3103,3107
372216,3135,3145
655616,3170,3180
535463,3206,3210
535490,3236,3244
56974,3269,3277
325420,3310,3314
760588,28348,28358
151802,28388,28396
118930,28419,28429
150508,28451,28457
386593,28489,28499
150328,28523,28531
82744,28591,28599
82754,28625,28635
372143,28668,28674
372144,28885,28893
342391,28914,28924
542613,29011,29015
345969,29043,29049
402371,29083,29087
538417,29118,29124
55313,29178,29182
5860,29276,29286
5870,29966,29972
118196,29995,30003
5870,30089,30095
684804,30149,30153
536636,30228,30236
164161,30301,30307
536559,30331,30339
164161,30390,30398
536559,30451,30459
164161,30481,30489
346055,30532,30540
164265,30572,30576
146789,30670,30676
84936,30699,30707
20321,30743,30747
20317,30776,30784
424557,30807,30813
344821,30841,30849
770123,30875,30883
79738,30907,30915
344665,30941,30951
19745,30976,30986
57429,31017,31027
19802,31054,31062
148011,31087,31095
148006,31120,31128
345101,31161,31167
345116,31201,31211
15676,31231,31241
15743,31326,31332
1211,31389,31399
80076,31420,31430
474013,31457,31465
198428,31504,31508
199596,31539,31549
198418,31572,31580
74151,31630,31638
710097,31663,31671
21489,31695,31699
710099,31723,31731
346182,31776,31782
56025,31813,31821
1192,31843,31853
56207,31906,31912
118401,31962,31968
144658,31994,32000
410653,32042,32052
410662,32115,32119
683925,32142,32152
1163,32202,32210
146851,32236,32240
260903,32306,32310
547375,32337,32343
433249,32387,32391
544642,32415,32423
696288,32470,32478
204637,32506,32510
55593,32543,32553
289219,32604,32612
654774,32636,32646
56086,32670,32676
353356,32702,32708
537106,32789,32793
79781,32836,32842
5130,32902,32910
146854,32937,32947
350283,32991,32997
57109,33023,33031
56555,33057,33067
751081,33088,33098
204677,33135,33141
385376,33165,33171
634042,33294,33300
812174,33326,33334
5273,33358,33366
545758,33390,33398
5289,33430,33440
146972,33470,33478
355060,33502,33506
146972,33546,33554
355067,33581,33585
161024,33623,33631
262784,33660,33670
355151,33692,33698
146967,33721,33729
355149,33756,33762
355142,33788,33796
402340,33825,33831
110767,33856,33864
540987,33967,33973
84974,34028,34032
110787,34088,34092
110788,34131,34135
84925,34208,34216
346835,34241,34245
85010,34275,34285
20208,34309,34315
4753,34339,34347
20221,34374,34382
346921,34407,34413
346935,34473,34477
20131,34512,34520
346958,34548,34554
20180,34587,34593
346974,34644,34652
20065,34683,34689
57530,34724,34734
78866,34759,34767
57477,34789,34797
150630,34821,34831
344980,34854,34860
151087,34883,34891
686030,34945,34949
50779,35345,35349
151230,35384,35392
588002,35420,35428
618880,35452,35456
415831,35481,35487
641908,35513,35519
57574,36388,36394
57591,36418,36424
483134,36537,36541
9550,36580,36584
575613,36656,36664
686028,36686,36696
686027,36732,36740
19948,36762,36772
150502,36806,36814
344840,36846,36856
57559,36879,36885
12165,36918,36924
20063,36949,36957
347043,36998,37008
347042,37031,37039
346975,37065,37069
20133,37100,37108
541483,37134,37142
197763,37168,37174
353556,37218,37224
197584,37248,37256
197747,37284,37290
403137,37322,37328
323475,37358,37364
602571,37396,37402
685087,37429,37437
685090,37467,37475
197607,37507,37517
197524,37554,37564
197922,37600,37606
4795,37631,37641
421361,37666,37670
191384,37694,37702
540454,37740,37746
4798,37804,37810
198071,37879,37889
85003,37919,37927
20241,37949,37959
84919,37997,38005
20296,38028,38038
84920,38068,38072
164070,38199,38207
267858,38243,38249
262848,38272,38282
10211,38383,38393
582103,38416,38420
57110,38449,38455
548222,38480,38488
57353,38510,38518
79752,38542,38548
57146,38574,38578
354193,38602,38610
353363,38644,38650
56085,38680,38688
353730,38727,38737
55590,38774,38780
56009,38805,38813
353745,38841,38847
353751,38878,38882
290683,38908,38916
1152,38942,38950
547038,38982,38988
690300,39016,39022
2169,39070,39078
147581,39105,39109
5970,39136,39144
427680,39166,39176
756119,44460,44468
351303,44490,44498
351301,44520,44528
755922,44558,44562
98251,44614,44624
695275,44646,44652
121242,44678,44684
56449,44709,44715
98235,44740,44744
2181,44768,44776
353592,44801,44805
342731,44847,44853
120521,44881,44891
109821,44917,44925
353653,44955,44961
161728,44985,44993
352252,45016,45024
55726,45047,45055
146821,45087,45095
91859,45134,45142
332994,45251,45257
634747,45298,45304
313681,45327,45335
587808,45359,45369
435973,45395,45401
429624,45425,45435
394496,45461,45469
71659,45493,45499
429646,45524,45528
150161,45623,45629
344209,45678,45686
302529,45776,45782
110436,45808,45814
55727,45840,45844
146820,45872,45878
352634,45906,45914
352655,45946,45954
349916,45976,45986
5897,46020,46028
5942,46053,46061
346741,46094,46098
270876,46122,46132
5140,46167,46175
344822,46204,46212
344638,46236,46242
79766,46275,46283
19774,46319,46329
344681,46358,46364
573141,46391,46395
50576,46420,46428
697511,46714,46722
581284,46800,46810
195065,46883,46893
353965,46920,46926
808942,46949,46959
5207,47008,47014
149611,47058,47062
195041,47096,47106
197857,47149,47159
147002,48054,48060
538020,48083,48091
79310,48119,48127
688516,48153,48163
206327,48207,48215
273209,48238,48246
594771,48275,48281
164082,48358,48362
5226,48389,48395
355413,48421,48429
416576,48452,48462
372402,48488,48496
403215,48517,48527
541150,48548,48556
372408,48580,48586
325148,49417,49423
5234,49449,49455
325125,49483,49493
56257,49558,49564
5222,49599,49607
118943,49630,49638
459308,49668,49674
325420,53732,53742
325384,53764,53770
118947,53808,53814
56906,53851,53857
325401,53892,53900
56905,53922,53930
683813,53953,53961
325397,54249,54257
344922,54346,54352
407537,54386,54396
537858,54416,54426
396981,54451,54455
322688,54480,54488
396981,54511,54517
396982,54579,54587
322688,54673,54677
396982,54731,54739
322688,54761,54769
396982,54821,54827
322688,54910,54918
396982,55000,55008
322688,55061,55067
396982,55112,55116
407539,55146,55152
536602,55178,55188
118163,55212,55218
146783,55245,55251
56920,55274,55282
20359,55307,55311
20321,55339,55343
20317,55384,55392
20348,55454,55462
164091,55497,55503
537281,55531,55541
20453,55581,55589
84829,55630,55638
56502,55660,55670
159275,55694,55698
159283,55742,55750
20432,55790,55798
57752,55859,55867
20407,55890,55898
20418,55936,55940
81609,56022,56026
1548,56123,56133
1576,56159,56167
354422,56199,56207
354437,56238,56246
3624,56271,56281
2222,56302,56310
348398,56333,56343
347007,56408,56414
152406,56520,56526
2210,56591,56595
486791,56619,56627
539728,56667,56675
290864,56708,56714
347056,56739,56747
308804,58370,58380
535722,59065,59073
76693,60304,60308
347061,60354,60360
2207,60385,60389
431242,60485,60493
261286,60516,60524
147051,60549,60557
537524,60580,60588
540236,60612,60622
354461,60642,60652
113911,60677,60685
227205,60710,60716
449138,60741,60745
405,60770,60778
81572,60810,60814
56496,60839,60845
56501,60869,60875
20408,60900,60904
20414,60970,60978
57766,61035,61043
159276,61071,61079
346730,61108,61114
20458,61155,61161
346741,61199,61207
270876,61247,61255
270885,61309,61315
20309,61346,61354
73383,61378,61384
84947,61433,61439
57140,61462,61470
561335,61535,61543
161087,61604,61614
149831,61642,61652
149837,61698,61706
571243,61730,61736
571234,61770,61778
372370,61814,61824
5222,61863,61869
5221,61893,61899
325385,61937,61941
151445,61967,61973
578978,62321,62329
325409,62359,62365
109835,74351,74361
536546,74416,74424
118938,74450,74458
323866,75119,75123
5870,75171,75181
536559,75215,75221
346053,75252,75256
323893,75288,75292
343904,75317,75323
197481,75349,75357
364239,75397,75403
56954,75434,75444
20433,75474,75482
3208,75505,75511
5955,75536,75544
349409,75569,75575
349402,75597,75607
65525,75630,75636
5962,75666,75672
938,75740,75748
536716,75770,75778
541101,75802,75806
5875,75886,75896
541101,75945,75955
56488,75993,75997
5904,76033,76039
536719,76161,76169
5881,76195,76199
84836,76267,76275
84831,76300,76308
84845,76339,76345
159278,76369,76377
20437,76403,76411
344246,76440,76446
650948,76471,76477
84694,76516,76520
84595,76548,76554
535063,76580,76588
57100,76610,76618
202247,76667,76675
57084,76728,76738
75859,76759,76767
70253,76795,76801
70303,76858,76864
3778,76927,76931
152159,77014,77022
351612,77049,77055
152167,77082,77088
351592,77131,77137
56820,77160,77168
330145,77204,77210
70566,77245,77249
70624,77309,77317
70601,77342,77346
684639,77376,77384
152252,77430,77434
620224,77492,77496
620173,77525,77529
352689,77625,77633
151597,77668,77678
329044,77699,77707
351997,77731,77735
152170,77811,77817
352821,77844,77850
400322,77930,77936
191308,77962,77966
152103,77995,78003
352831,78028,78038
403353,78062,78072
581023,78094,78102
684952,78135,78145
581304,78167,78175
654771,78202,78206
57266,78231,78239
404194,78262,78272
542410,78298,78306
158229,78336,78340
132,78386,78394
352590,80313,80321
541637,80363,80373
352590,80576,80584
460295,80658,80664
539594,80688,80694
402866,80718,80726
351996,80750,80758
351853,80795,80803
3110,80828,80834
537053,80859,80865
55287,80888,80898
338065,80922,80926
329823,80991,80997
548789,81021,81029
543681,81057,81065
545867,81096,81100
4698,81124,81132
570628,81158,81166
536743,81190,81198
3379,81239,81247
535540,81274,81282
535479,81312,81316
535516,81342,81348
372199,81381,81389
203381,81555,81559
402356,81593,81597
764485,81623,81631
342568,81658,81666
372197,81706,81714
328841,81738,81742
328862,81769,81775
373052,81797,81807
536239,81847,81853
146808,81875,81885
146995,81905,81915
146804,81937,81945
3396,82007,82013
5216,82093,82103
146764,82155,82163
590388,82186,82192
419431,82222,82228
65590,82260,82268
147951,82291,82299
4847,82471,82477
545918,82505,82515
540595,82541,82547
267320,82570,82578
321979,82602,82606
56989,82645,82653
54529,82675,82685
286768,82709,82715
348119,82739,82747
79310,82797,82801
346802,82835,82841
206491,82866,82870
5206,82905,82911
5297,82935,82941
73316,82974,82982
571310,83005,83011
73295,83035,83041
403168,83076,83080
403173,83111,83119
403178,83148,83154
257108,83178,83184
372329,83209,83215
403192,83241,83249
372315,83273,83279
56213,83336,83342
424509,83373,83379
68083,83424,83434
424528,83456,83464
200236,83487,83495
344478,83519,83523
620499,83547,83557
419367,83586,83594
147096,83618,83624
345273,83647,83655
354324,83677,83687
56293,83712,83722
456051,83745,83749
55744,83776,83782
354578,83806,83812
119329,83842,83846
181487,83879,83885
77031,83914,83920
57203,83947,83953
295393,83976,83984
413753,84013,84017
7008,84101,84107
350884,84132,84136
350764,84160,84168
532289,84252,84258
888324,84283,84287
20966,84318,84326
7159,84354,84364
86714,84386,84392
537045,84426,84434
86726,84551,84557
201127,84653,84659
201132,84689,84695
353386,84720,84726
146745,84769,84775
351154,84804,84810
122301,84840,84848
531905,84883,84889
7217,84932,84940
20975,84969,84975
122254,85010,85018
122256,85044,85050
430607,85096,85102
571488,85126,85132
164059,85161,85165
431835,85189,85199
689686,85223,85233
164107,85424,85432
540221,85457,85463
21361,85487,85495
1469,85516,85526
338224,85553,85559
15667,85585,85593
15658,85621,85627
652300,85651,85659
338246,85700,85708
727,85734,85742
353907,85765,85773
349248,85797,85807
388299,85830,85836
548400,85861,85865
55275,85942,85950
484627,85975,85981
319661,86006,86012
152073,86037,86041
344006,86070,86076
147715,86147,86153
109754,86177,86185
109757,86258,86266
344103,86292,86296
347449,86340,86348
765224,86371,86381
